name,c00_infant_mortality_educ,c00_neonatal_mortality_educ,c00_perinatal_mortality_educ,c00_preterm_birth_educ,c00_sga_educ,c11_class_foreign_born_parents_educ,c11_class_havo_test_educ,c11_class_income_above_75th_educ,c11_class_income_below_25th_educ,c11_class_income_below_50th_educ,c11_class_language_educ,c11_class_math_educ,c11_class_reading_educ,c11_class_size_educ,c11_class_vmbo_gl_test_educ,c11_class_vwo_test_educ,c11_havo_final_educ,c11_havo_test_educ,c11_language_educ,c11_living_space_pp_educ,c11_math_educ,c11_over_advice_educ,c11_reading_educ,c11_under_advice_educ,c11_vmbo_gl_final_educ,c11_vmbo_gl_test_educ,c11_vwo_final_educ,c11_vwo_test_educ,c11_youth_health_costs_educ,c11_youth_protection_educ,c16_havo_income,c16_living_space_pp_income,c16_secondary_class_foreign_born_parents_income,c16_secondary_class_income_above_75th_income,c16_secondary_class_income_below_25th_income,c16_secondary_class_income_below_50th_income,c16_vmbo_gl_income,c16_vwo_income,c16_youth_health_costs_income,c16_youth_protection_income,c21_hbo_followed_income,c21_high_school_attained_income,c21_living_with_parents_income,c21_uni_followed_income,c21_young_parents_income,c30_age_left_parents_income,c30_basic_mhc_income,c30_debt_income,c30_disability_income,c30_employed_income,c30_gifts_received_income,c30_hbo_attained_income,c30_homeowner_income,c30_home_wealth_income,c30_hospital_income,c30_hourly_wage_income,c30_hourly_wage_max_11_income,c30_hourly_wage_max_14_income,c30_household_income_income,c30_household_income_perc_income,c30_hrs_work_pw_income,c30_income_income,c30_income_perc_income,c30_living_space_pp_income,c30_permanent_contract_income,c30_pharma_income,c30_social_assistance_income,c30_specialist_mhc_income,c30_sum_gifts_income,c30_total_health_costs_income,c30_wealth_income,c30_wealth_no_home_income,c30_wo_attained_income
Wageningen,0.44,0.37,,6.28,11.9,6.8,55.69,36.55,19.62,40.18,65.93,48.58,77.58,25.0,76.44,27.27,61.08,56.8,65.9,34.5,49.22,12.72,78.31,7.92,79.25,77.51,33.83,28.0,562.0,1.82,63.1,37.7,6.67,36.49,20.24,39.12,90.33,35.14,818.0,1.45,68.9,85.79,52.82,37.17,0.75,22.3,8.47,13460.0,3.5,85.5,4.72,45.52,62.08,32513.0,52.44,20.93,4.73,18.73,88480.587,48.54,30.8,46250.125,48.87,43.6,71.0,60.1,2.44,5.86,3304.0,985.0,68126.0,35613.0,24.92
Wassenaar,0.73,,,7.18,11.06,5.7,72.23,50.8,16.38,29.23,78.21,68.16,86.27,26.0,90.31,37.96,74.74,71.99,78.17,40.3,66.05,12.51,86.02,4.4,93.63,90.63,40.73,36.81,738.0,,72.11,43.3,6.0,49.24,14.84,30.69,93.2,41.41,925.0,,71.22,86.83,58.33,42.44,,22.5,7.73,12467.0,1.64,88.81,13.65,60.33,67.75,86116.0,52.23,24.68,3.33,13.11,116206.479,59.49,33.0,58759.256,57.89,48.1,69.78,56.32,1.0,5.82,29621.0,1069.0,364861.0,278745.0,33.76
Weert,0.5,0.47,0.37,9.19,11.63,11.54,52.18,25.53,22.07,48.23,61.65,51.4,74.59,25.0,78.31,21.74,51.87,53.11,61.3,38.5,50.51,9.38,74.57,14.83,76.78,78.64,23.39,21.73,636.0,0.86,45.49,41.7,8.99,24.21,21.94,48.54,85.6,17.16,1045.0,1.01,59.75,85.52,78.78,19.21,,23.7,7.35,12363.0,3.63,86.55,8.95,47.23,72.68,35548.0,50.48,20.61,6.45,20.01,90566.334,51.39,31.6,48831.526,52.02,51.1,72.46,62.37,2.29,4.76,5516.0,1191.0,90004.0,54456.0,19.68
West Betuwe,0.3,0.26,0.24,5.9,9.47,2.8,49.7,27.2,17.39,45.38,55.65,47.61,72.46,23.0,75.63,20.39,49.17,50.5,55.21,34.2,46.88,10.89,72.39,12.26,74.95,76.24,21.37,20.17,618.0,0.73,46.65,36.5,5.13,26.73,19.12,45.45,87.33,20.22,1086.0,0.55,51.43,86.6,76.93,17.29,0.49,24.1,6.39,11848.0,2.76,88.12,7.07,36.23,75.61,43009.0,48.03,20.95,4.75,17.4,94019.259,53.38,31.7,49267.504,52.41,45.5,73.28,58.77,1.06,4.01,5583.0,1059.0,155107.0,112098.0,13.35
Westerkwartier,0.56,0.52,0.45,6.77,8.55,1.12,50.36,18.32,23.9,56.55,58.21,47.74,73.95,23.0,75.3,20.82,45.12,50.86,57.92,45.1,47.63,9.23,74.5,17.94,72.25,76.22,17.82,20.43,627.0,0.8,41.11,47.3,2.26,18.2,26.4,57.01,86.73,17.58,968.0,0.95,50.23,84.95,65.61,15.31,0.46,22.9,7.01,15260.0,2.15,86.93,4.38,44.87,74.45,28100.0,46.89,20.17,5.54,20.47,83451.522,47.11,30.5,44312.532,47.74,51.3,71.24,57.99,2.02,4.99,2322.0,886.0,77592.0,49492.0,16.85
Westerwolde,0.79,0.62,,6.96,9.05,0.99,43.65,13.65,33.49,63.86,52.7,39.41,65.18,18.0,73.52,16.18,39.16,45.06,51.34,44.4,38.43,9.31,65.88,19.6,66.43,74.57,13.29,17.04,649.0,,33.2,46.9,1.29,11.72,32.0,63.98,78.66,11.46,1040.0,1.16,38.98,79.13,67.42,10.18,1.09,23.1,6.16,13735.0,3.12,85.15,4.56,36.54,74.18,18878.0,50.72,18.86,7.64,24.79,81798.114,44.66,30.7,42062.218,45.47,54.5,67.89,63.8,3.54,4.64,2298.0,1024.0,77961.0,59083.0,11.56
Westland,0.27,0.24,0.18,6.52,9.94,5.48,47.22,26.48,16.56,41.82,56.28,42.54,69.48,25.0,73.95,18.17,45.34,47.29,54.95,31.4,41.83,13.25,69.43,7.15,76.44,74.47,15.45,18.02,748.0,0.37,41.65,34.0,7.44,26.85,17.17,42.3,88.2,16.68,994.0,0.4,56.01,88.63,84.71,16.06,0.17,24.2,5.62,12054.0,1.81,90.64,8.66,41.46,79.72,48400.0,49.14,21.77,3.59,12.89,98235.981,56.67,31.5,51797.177,54.77,43.4,75.27,59.18,1.47,3.92,7322.0,852.0,173749.0,125349.0,14.04
Weststellingwerf,0.56,0.56,0.56,6.2,9.28,3.24,44.13,12.32,28.27,63.09,49.63,43.51,63.36,18.0,69.97,17.62,43.1,45.25,49.28,41.9,43.0,11.34,63.89,18.97,67.86,69.83,16.92,17.09,596.0,,38.0,46.5,2.26,13.16,27.87,62.23,83.81,13.22,750.0,1.66,44.96,82.36,70.94,11.89,,23.2,6.42,12169.0,1.76,87.59,5.01,37.66,72.04,31546.0,49.37,19.11,6.25,24.47,80856.336,45.66,31.1,42701.963,46.08,52.3,71.57,58.89,2.47,4.44,2798.0,1270.0,81831.0,50284.0,11.71
Wijchen,0.4,0.4,0.37,7.15,11.37,3.99,47.21,27.07,18.65,44.15,53.89,42.49,69.88,26.0,73.01,18.54,45.71,47.11,52.98,36.8,41.39,9.37,70.25,6.09,71.92,74.1,19.03,18.15,600.0,0.71,52.36,38.7,5.16,25.22,19.23,46.02,86.31,23.23,976.0,1.06,56.94,87.12,75.12,19.22,,23.8,7.47,13597.0,2.29,88.0,6.31,47.31,75.25,37074.0,49.7,20.98,5.18,16.14,93391.536,52.86,31.0,49093.897,52.3,49.1,71.84,58.94,1.87,4.62,5378.0,945.0,90936.0,53862.0,19.2
Winterswijk,0.75,0.75,0.75,6.89,10.78,5.95,47.63,10.94,26.95,63.32,56.1,42.54,71.5,24.0,72.53,18.08,43.03,48.92,55.87,57.9,42.94,8.21,72.06,18.2,68.22,74.1,16.64,18.6,618.0,1.01,42.7,64.5,5.36,14.16,25.35,59.46,87.77,14.65,850.0,1.42,52.2,82.45,72.27,13.09,,23.1,6.05,13676.0,1.97,88.98,6.82,43.25,75.34,22706.0,47.77,20.05,6.25,20.54,85411.3,48.19,31.2,45564.789,49.11,60.4,73.89,59.24,1.72,4.27,4394.0,1235.0,78492.0,55786.0,13.82
Woerden,0.54,0.44,0.4,6.37,9.23,6.38,53.36,33.81,16.49,37.3,57.68,49.04,73.44,25.0,76.71,24.34,53.01,54.36,57.33,34.1,48.67,8.11,73.82,13.12,75.35,77.7,24.69,24.34,592.0,0.52,50.98,36.4,6.54,33.69,16.12,37.67,86.59,20.79,897.0,0.73,60.41,87.88,76.38,21.57,0.34,23.7,6.5,13870.0,2.17,89.71,6.64,49.01,75.1,39994.0,48.83,21.99,3.74,13.17,98394.998,56.65,31.9,52419.488,55.74,43.7,73.49,56.84,0.94,4.73,4551.0,899.0,127582.0,87588.0,20.4
Zaanstad,0.66,0.57,0.49,6.92,12.45,15.51,37.02,21.93,25.26,49.95,45.71,35.57,62.39,26.0,62.9,11.72,44.65,37.64,44.97,30.0,35.04,18.33,62.38,5.65,66.89,63.53,16.4,11.67,776.0,0.79,38.25,31.9,15.19,23.82,24.06,48.73,83.38,14.89,1061.0,1.2,46.26,81.75,84.25,13.65,0.4,23.8,7.9,13270.0,3.87,84.46,3.37,37.21,68.5,35236.0,51.78,20.54,4.89,18.63,88849.064,50.3,31.5,47330.329,50.2,43.0,70.48,59.72,2.49,5.8,2213.0,997.0,85142.0,49906.0,14.39
Zaltbommel,0.87,0.84,0.81,6.0,10.24,5.71,48.16,22.35,21.89,52.15,57.41,46.38,70.56,25.0,74.29,19.44,44.23,48.85,57.34,41.2,46.17,8.28,71.38,17.46,69.91,75.46,18.25,20.0,900.0,0.78,42.52,39.2,3.91,23.63,21.13,50.87,84.25,18.92,1131.0,0.61,49.13,84.8,76.38,15.53,0.87,24.0,6.5,11953.0,3.15,87.2,6.5,36.14,78.36,43717.0,50.42,20.58,5.58,20.55,92027.571,52.22,30.6,46722.832,49.67,46.7,72.57,60.64,1.29,4.76,3858.0,1034.0,156286.0,112569.0,13.63
Zeewolde,0.59,0.59,0.49,5.55,9.67,2.59,49.16,25.94,16.87,42.93,59.25,43.48,75.03,25.0,76.69,18.51,51.94,49.47,58.04,35.6,43.43,17.14,75.08,8.52,79.93,77.41,19.22,18.21,541.0,0.93,49.79,37.9,5.85,27.43,19.01,44.51,88.56,21.37,1139.0,0.78,59.18,85.6,64.07,19.45,0.55,22.6,8.59,12667.0,3.54,87.65,5.48,45.97,73.61,39167.0,49.3,21.55,4.91,15.14,103683.207,55.65,31.8,51549.593,54.09,47.0,70.78,56.61,1.18,5.8,4775.0,1067.0,237148.0,197981.0,17.08
Zeist,0.46,0.31,0.29,5.4,10.41,11.7,57.05,49.24,19.15,33.35,64.11,53.66,78.81,26.0,81.95,26.35,61.96,57.39,63.57,37.3,52.71,17.93,79.43,6.18,84.87,82.44,33.53,26.0,581.0,1.2,63.41,41.1,9.07,49.94,16.72,30.94,90.05,34.17,998.0,1.75,63.89,83.49,56.72,31.84,0.57,22.0,9.63,12805.0,2.94,80.11,7.19,45.45,56.71,41221.0,53.28,21.91,4.86,17.37,90866.91,49.14,31.2,48742.861,49.97,43.2,67.79,58.72,3.18,6.92,5148.0,1081.0,104904.0,63684.0,21.52
Zevenaar,0.46,0.43,0.38,7.05,11.11,3.03,46.52,18.21,22.0,55.01,54.81,41.18,71.7,25.0,74.37,15.58,43.93,46.81,53.49,39.6,39.14,9.24,71.14,15.76,73.11,74.88,16.52,15.42,647.0,0.69,39.64,40.9,3.83,18.81,22.08,52.21,86.07,14.05,1003.0,0.95,50.5,81.14,71.95,14.51,0.69,23.6,7.62,16272.0,2.69,87.04,4.83,42.13,71.75,16782.0,52.3,20.1,5.76,21.83,86672.337,49.96,31.3,46358.787,50.12,48.3,72.96,59.64,2.42,5.39,3275.0,1103.0,62069.0,45287.0,15.56
Zoetermeer,0.58,0.46,0.4,7.25,12.42,18.27,47.92,25.71,27.02,48.05,55.43,43.23,70.96,25.0,73.54,18.85,45.49,48.2,54.83,31.0,42.76,12.12,70.86,11.0,73.63,74.06,18.72,18.68,879.0,0.95,43.35,33.1,18.34,27.95,25.43,46.4,85.06,19.89,1026.0,1.67,51.75,79.8,77.99,17.25,1.03,23.6,7.05,14949.0,2.41,87.77,4.13,47.95,68.18,24505.0,51.91,21.58,4.67,15.98,94812.678,53.96,31.9,51454.87,54.42,43.6,72.87,60.61,1.9,5.07,2306.0,944.0,68282.0,43777.0,18.43
Zuidplas,0.59,0.51,0.44,6.49,9.95,6.24,52.09,32.48,15.13,36.94,57.84,46.91,72.08,26.0,76.69,21.85,55.52,52.02,57.12,32.0,46.13,13.9,72.27,6.13,81.48,77.95,22.9,21.99,727.0,1.21,53.51,33.7,12.45,30.56,20.26,42.72,90.39,24.52,911.0,1.26,56.73,84.29,78.71,19.91,0.51,23.7,6.04,15088.0,1.17,89.69,6.92,48.89,73.79,38605.0,51.32,22.45,3.78,13.45,98619.268,56.18,31.8,53656.421,55.25,46.3,73.7,58.57,1.38,4.61,5993.0,903.0,132632.0,94027.0,19.96
Zutphen,0.52,0.46,0.41,6.26,11.8,4.97,46.19,22.54,24.91,50.97,54.56,42.5,74.9,26.0,74.01,17.5,47.45,46.11,53.07,33.3,41.11,14.22,74.13,9.55,74.47,73.61,20.57,17.31,691.0,1.4,46.27,35.9,4.14,25.98,21.57,47.1,87.09,21.88,1160.0,1.96,52.98,81.32,62.08,19.69,0.77,22.3,9.21,13960.0,3.28,82.9,3.45,45.59,64.51,25647.0,48.87,20.27,7.11,21.54,83966.918,47.08,30.5,44649.51,47.31,45.7,70.38,58.64,3.67,6.87,1874.0,1089.0,53905.0,28258.0,18.89
Zwartewaterland,0.93,0.89,0.66,5.2,8.13,0.99,46.54,14.71,20.5,57.77,54.38,46.4,69.0,24.0,72.82,17.66,39.65,46.26,54.58,36.7,45.52,6.87,68.08,14.14,68.86,72.51,13.48,16.95,746.0,1.13,34.43,37.0,2.25,16.5,23.07,57.36,85.94,11.85,1030.0,0.93,45.16,86.83,77.21,10.78,,23.8,5.22,9636.0,1.4,88.52,4.01,32.73,79.4,33847.0,45.78,20.11,5.48,19.54,89425.672,49.9,29.9,45025.496,47.35,47.1,73.11,55.68,0.97,3.89,3415.0,965.0,183332.0,149485.0,10.63
Zwijndrecht,0.46,0.41,0.29,7.22,11.81,14.39,42.33,20.86,27.14,54.29,52.7,41.85,64.43,24.0,68.46,14.56,41.15,41.07,51.8,28.1,40.55,15.74,63.04,9.84,71.49,68.07,15.98,13.57,706.0,0.94,41.09,30.0,12.15,25.29,23.32,47.44,82.4,19.47,849.0,1.33,48.75,81.78,80.13,15.14,0.53,23.6,7.46,13543.0,2.64,87.61,4.81,42.3,73.71,24423.0,52.01,21.17,4.01,15.9,92721.207,53.15,31.6,50549.909,53.57,43.8,72.97,63.18,1.82,5.05,3733.0,1045.0,76620.0,e,0.52,0.42,0.37,6.01,9.62,6.55,48.86,26.72,19.26,43.81,55.48,44.24,74.51,25.0,75.96,19.08,49.75,49.38,55.18,33.4,43.69,15.49,74.73,8.18,78.83,76.62,20.1,19.08,655.0,1.25,49.01,36.0,4.78,26.16,18.64,45.21,87.99,21.08,983.0,1.78,57.14,81.31,63.38,22.08,0.9,22.5,8.04,12818.0,2.42,84.58,4.66,46.04,64.28,31985.0,50.51,20.51,5.8,20.4,87205.133,48.48,30.3,45787.893,48.61,44.7,69.26,58.09,3.32,5.91,3313.0,1038.0,100332.0,68347.0,18.8
Aa en Hunze,,,,6.15,8.96,0.5,47.92,25.79,19.07,45.17,53.85,44.18,73.61,20.0,73.07,19.87,49.58,49.47,53.67,51.2,43.96,12.54,73.46,8.39,75.96,73.68,24.32,21.52,668.0,1.1,45.06,55.2,3.02,23.86,21.88,48.48,88.41,20.16,963.0,0.82,59.29,87.01,61.09,19.39,,22.6,7.41,15762.0,2.15,87.73,7.25,48.61,73.92,25914.0,52.27,20.15,6.53,22.26,86414.365,49.12,30.9,45185.205,48.74,56.6,70.62,57.21,1.91,5.18,4131.0,1130.0,72602.0,46688.0,19.2
Aalsmeer,,,,7.0,9.55,6.38,53.79,38.82,14.75,33.56,62.26,50.48,75.34,25.0,78.86,21.97,49.71,53.76,61.16,36.1,49.36,8.35,74.64,11.52,78.86,79.4,20.18,21.88,706.0,,53.69,38.3,7.87,38.51,17.0,35.79,89.38,24.83,936.0,,62.06,86.66,80.24,21.15,,24.4,6.99,8617.0,1.63,89.57,5.93,39.71,73.81,59709.0,52.34,20.8,4.2,16.23,94274.165,53.91,31.5,49945.404,52.93,45.0,71.28,57.99,,4.98,3326.0,791.0,142857.0,83148.0,13.59
Alphen-Chaam,,,,7.58,9.54,1.44,52.27,28.6,11.9,41.22,59.51,49.74,75.1,24.0,79.12,19.0,51.99,52.23,60.07,99.1,47.85,13.35,74.92,11.28,81.96,79.53,21.49,18.99,741.0,,50.92,61.6,5.92,31.44,18.5,41.79,87.81,21.2,685.0,,58.16,89.24,81.94,15.1,,24.1,5.4,8749.0,,92.8,14.0,53.4,82.96,75233.0,48.2,21.63,4.56,14.15,98636.714,57.58,31.2,51135.251,54.45,71.5,75.06,60.0,,3.2,8033.0,841.0,195379.0,120146.0,17.6
Ameland,,,,11.56,6.03,0.66,41.12,10.61,28.18,70.22,50.68,37.52,64.99,15.0,72.64,13.88,34.34,40.36,49.31,38.7,34.72,7.83,62.5,18.07,67.47,69.88,9.04,12.65,694.0,,26.7,43.4,1.67,13.81,27.72,61.88,82.04,7.77,680.0,,48.48,86.15,41.13,9.52,,21.5,5.45,10938.0,,90.59,9.9,38.61,80.1,55974.0,44.55,18.54,6.87,25.62,88457.321,48.2,30.9,44771.094,47.96,52.7,71.88,59.41,,,5745.0,1131.0,158204.0,102230.0,7.43
Baarle-Nassau,,,,6.06,10.1,1.24,55.07,20.47,16.05,44.47,61.03,49.6,84.51,25.0,79.76,18.01,56.02,56.38,59.09,43.9,50.0,10.11,85.06,11.7,81.68,81.91,19.37,18.62,497.0,,45.7,42.4,6.35,31.23,20.0,43.17,83.44,19.21,882.0,,55.93,84.07,83.7,14.07,,24.7,5.24,9016.0,,93.63,19.1,43.45,80.31,79581.0,51.69,21.08,,17.51,99963.718,57.5,32.4,51234.258,54.33,57.0,77.88,51.31,,,12281.0,726.0,232331.0,152750.0,16.1
Baarn,,,,6.67,10.84,6.66,55.77,42.62,17.4,37.56,62.77,51.04,77.96,26.0,79.04,23.51,60.42,56.24,62.24,34.9,49.87,18.84,77.86,5.06,87.71,79.57,29.81,23.23,677.0,,59.48,38.3,7.62,40.87,16.83,36.52,89.91,28.98,987.0,1.25,63.52,85.13,65.42,27.4,,23.0,8.38,13203.0,1.96,87.52,7.75,45.45,66.79,49480.0,49.73,21.54,6.15,18.79,95406.539,52.88,30.9,50975.049,51.91,41.7,69.46,59.89,1.69,6.51,5430.0,860.0,105718.0,56239.0,19.7
Beek,,,,6.04,11.28,4.2,44.71,27.09,19.67,44.97,50.84,45.16,76.04,26.0,74.45,16.57,47.93,46.48,51.36,44.5,45.41,13.7,74.19,11.35,74.44,75.39,18.23,16.6,871.0,,46.99,45.0,4.65,25.68,20.73,46.38,83.56,23.26,994.0,1.83,62.46,85.17,71.82,20.93,,23.6,8.91,13315.0,3.34,87.75,5.57,53.84,75.91,27804.0,48.27,22.09,4.42,17.85,96559.005,54.92,31.9,51835.935,54.51,56.4,72.86,59.78,1.24,6.93,3460.0,1098.0,77999.0,50194.0,21.78
Beesel,,,,6.12,9.8,7.41,38.55,17.13,22.75,57.7,47.26,40.89,54.33,33.0,66.58,15.12,39.86,38.46,47.01,42.0,40.8,12.61,53.44,11.75,74.87,66.03,15.44,14.74,839.0,,42.18,43.6,11.37,16.34,24.67,56.32,85.11,17.02,1025.0,1.45,53.53,80.98,79.22,16.12,,24.1,4.53,7839.0,2.27,89.42,6.68,39.29,75.45,27127.0,51.26,19.75,6.6,21.55,88950.556,50.78,31.3,46699.108,50.67,54.7,73.31,59.57,2.02,3.53,4288.0,1249.0,125058.0,97931.0,13.73
Bergeijk,,,,6.81,10.84,1.35,47.16,23.53,15.96,48.26,52.43,45.02,67.43,27.0,72.38,17.99,42.51,48.28,52.75,47.7,44.59,10.16,67.39,14.51,71.06,73.22,15.49,18.73,837.0,,40.33,51.5,1.88,28.05,17.24,43.57,84.9,16.18,953.0,,53.24,86.6,80.03,14.32,,24.5,5.78,10120.0,2.29,92.15,10.58,46.24,83.65,67694.0,50.05,21.37,3.96,13.61,98543.362,56.59,31.3,52379.307,55.35,55.9,74.64,58.78,,4.58,8598.0,964.0,183138.0,115443.0,16.79
Bergen (L.),,,,5.48,12.58,4.23,53.74,12.85,23.77,61.31,61.58,50.82,79.2,24.0,79.37,22.36,35.2,52.79,61.28,42.9,50.97,5.59,78.27,26.67,61.4,79.4,10.6,21.89,516.0,,37.58,49.3,5.24,19.53,21.09,52.61,87.25,12.62,866.0,,43.69,84.16,78.09,11.63,,23.8,7.4,10601.0,3.4,88.76,5.33,38.46,73.16,31101.0,49.11,19.65,6.17,20.99,86735.874,49.79,30.8,45798.571,49.07,52.2,76.19,58.73,,5.03,2885.0,1651.0,85334.0,54233.0,9.76
Bergen (NH.),,,,5.6,8.58,1.49,53.74,34.88,16.93,39.66,62.52,47.59,79.21,25.0,78.3,21.06,52.27,53.52,61.31,45.2,46.83,14.1,78.85,10.57,81.78,78.61,22.94,20.63,498.0,,56.82,45.3,4.14,32.18,17.35,40.22,91.1,27.34,935.0,,61.48,88.3,69.2,27.04,,23.3,8.62,14019.0,2.02,89.43,9.53,50.39,72.72,59469.0,49.15,21.66,3.98,15.85,93576.867,53.1,31.1,49469.694,52.3,46.2,70.89,52.68,0.98,5.55,11167.0,960.0,177714.0,118244.0,20.69
Best,,,,6.88,11.49,4.49,52.45,37.87,12.87,34.33,59.95,49.06,78.69,27.0,75.13,21.06,52.57,52.53,59.16,36.7,48.81,10.33,78.21,8.16,78.79,75.72,19.57,20.95,614.0,0.91,50.5,38.3,3.63,34.2,14.32,36.66,89.16,21.99,1144.0,0.84,60.54,87.46,78.71,19.44,,23.7,8.11,14273.0,2.64,89.38,7.37,48.01,75.99,40840.0,53.55,20.93,4.61,15.87,104750.584,53.24,31.2,48851.042,52.56,47.9,74.34,63.83,1.56,5.75,5553.0,1013.0,213930.0,173090.0,17.65
Beuningen,,,,6.11,10.84,2.4,43.98,27.31,16.51,43.8,50.5,41.06,64.25,26.0,70.97,15.9,44.87,45.44,50.63,40.0,40.82,12.86,64.08,7.85,73.21,71.81,17.08,15.78,832.0,1.06,49.38,40.9,10.89,23.98,24.92,50.18,86.1,19.93,929.0,0.68,58.28,84.95,71.53,19.91,,23.6,7.73,14898.0,2.87,88.03,5.88,48.22,72.92,31086.0,48.7,21.17,5.02,17.87,91605.775,51.74,31.7,49248.648,52.41,49.5,73.64,57.11,1.98,5.27,4750.0,867.0,93663.0,62578.0,18.67
Bladel,,,,7.22,9.64,0.71,49.84,22.08,16.68,46.42,58.72,47.64,66.4,26.0,75.69,21.72,45.75,50.17,59.23,42.1,47.07,6.93,66.67,15.7,75.28,76.7,15.44,22.72,556.0,,41.94,44.2,1.03,23.06,16.87,46.52,86.88,17.52,1315.0,,53.9,89.2,80.54,14.34,,24.1,6.15,7627.0,2.61,91.71,10.24,44.79,80.0,62511.0,49.16,20.72,4.49,17.52,91630.3,52.9,31.5,48235.563,52.05,52.6,77.11,56.24,1.02,4.93,5888.0,845.0,156622.0,94111.0,16.39
Blaricum,,,,6.77,8.98,5.11,66.8,49.01,15.51,30.82,73.07,57.28,84.57,24.0,88.83,28.08,72.75,67.2,71.28,50.8,56.42,18.88,83.78,7.71,92.03,89.42,30.59,28.84,507.0,,69.13,54.0,6.17,46.59,15.89,31.4,92.94,41.54,768.0,,78.15,90.76,57.9,41.74,,23.0,6.32,21366.0,1.93,89.82,14.04,57.72,67.79,61690.0,50.88,23.35,4.55,13.84,110355.299,60.66,31.8,55285.748,56.81,42.7,66.53,57.19,,4.21,16962.0,1019.0,237444.0,175754.0,32.11
Bloemendaal,,,,5.71,7.83,1.47,65.32,63.89,9.55,19.05,65.94,61.66,85.41,26.0,86.71,28.06,76.73,64.42,63.69,46.0,61.25,24.24,85.96,2.05,94.64,86.51,43.27,27.86,745.0,,80.0,51.1,6.19,53.88,12.15,25.86,96.9,47.59,874.0,,78.77,90.01,54.08,47.93,,22.4,9.32,12619.0,1.9,88.11,20.36,65.65,70.36,101821.0,54.33,24.59,3.78,11.21,113440.263,59.96,31.9,59292.561,60.27,46.5,68.42,58.14,,6.95,26125.0,1105.0,240266.0,138445.0,38.34
Boekel,,,,5.95,10.59,1.06,46.19,16.96,18.98,51.49,54.53,46.32,72.01,25.0,73.94,18.58,39.48,45.57,53.22,41.5,44.8,7.05,72.28,14.94,70.54,73.61,13.03,19.59,464.0,,42.53,44.2,2.8,18.66,20.97,52.37,85.2,15.37,829.0,,51.87,89.07,82.43,12.59,,24.5,4.02,9798.0,,91.54,16.07,47.99,80.65,80195.0,46.93,21.16,4.09,13.04,94728.567,55.19,31.9,50694.97,54.45,56.4,73.15,57.51,,,11715.0,808.0,191771.0,111576.0,18.18
Borger-Odoorn,,,,6.83,8.78,1.02,46.73,16.56,26.21,58.46,54.55,45.08,70.52,22.0,72.41,20.54,45.14,47.36,55.79,40.6,45.34,9.22,71.28,15.47,69.61,73.63,17.15,21.1,830.0,1.38,37.4,44.0,2.37,15.58,27.92,59.07,84.02,15.15,894.0,1.21,48.41,82.76,65.77,11.73,,22.8,6.65,16280.0,2.26,85.98,4.09,40.91,74.0,16831.0,51.13,19.36,6.16,24.0,82407.569,46.29,30.2,43309.619,46.48,55.6,69.4,60.26,3.07,5.11,2541.0,882.0,67583.0,50752.0,13.81
Borne,,,,7.92,8.34,3.43,45.16,25.7,20.78,45.4,54.78,43.99,70.39,23.0,74.12,15.42,47.68,45.74,54.19,39.2,43.6,12.36,70.44,12.15,74.18,74.32,18.3,15.9,653.0,1.28,47.72,41.6,6.76,25.33,21.89,47.47,87.25,18.38,1125.0,,60.13,85.13,72.05,19.83,,22.9,5.91,13583.0,2.0,90.18,6.34,55.17,73.16,30025.0,48.74,21.87,5.05,18.06,95039.939,54.17,31.2,50919.847,53.39,50.2,73.66,57.17,1.74,3.74,4322.0,982.0,98014.0,67989.0,23.02
Boxtel,,,,6.3,12.79,6.54,57.47,26.46,18.85,43.91,68.15,56.04,81.46,23.0,81.39,27.17,50.38,57.84,67.79,39.2,55.73,7.11,81.74,17.01,75.77,82.25,21.14,27.77,652.0,1.22,49.32,39.2,5.41,27.18,19.81,45.0,86.62,21.7,865.0,1.31,56.15,82.84,72.9,19.83,,23.4,7.39,11198.0,3.23,86.8,7.17,47.37,71.32,37138.0,52.79,20.83,5.34,19.23,93792.506,52.75,31.7,50030.629,52.35,48.6,72.76,60.57,1.2,4.93,5744.0,872.0,121566.0,84429.0,17.96
Brummen,,,,7.68,10.1,3.56,45.8,22.58,17.41,48.89,50.81,42.56,67.72,21.0,70.09,17.46,39.95,44.0,47.56,33.5,40.24,12.99,65.55,12.86,69.92,69.45,15.8,16.48,492.0,,42.28,35.6,6.26,23.32,23.25,50.48,86.42,16.98,867.0,,49.21,81.01,70.86,14.1,,23.0,8.67,13196.0,2.78,84.48,5.64,39.64,67.23,22455.0,51.43,19.94,5.93,19.85,85305.311,48.25,30.9,44655.602,47.62,44.8,72.28,56.37,2.08,5.72,4383.0,979.0,66653.0,44198.0,13.62
Bunnik,,,,4.38,7.45,2.87,59.5,51.45,10.06,23.96,64.51,54.92,81.95,24.0,82.31,30.76,66.95,60.09,63.14,33.6,53.97,16.08,81.48,5.01,87.15,82.92,34.75,30.63,851.0,,66.05,36.6,7.77,48.72,14.94,29.84,92.65,36.65,1172.0,,72.33,91.29,60.68,36.06,,22.9,9.24,12769.0,1.87,90.63,9.24,61.58,74.76,57341.0,49.53,23.77,2.39,10.83,105334.569,59.54,31.8,56873.614,59.07,46.1,67.52,54.75,1.47,6.43,5487.0,857.0,154080.0,96740.0,31.19
